Chrom	Starts	Ends	genes
chr1	22068827	22068827	ENSG00000271428
chr1	22143969	22143969	WNT4
chr1	22142850	22142850	ENSG00000285873
chr1	22266239	22266239	MIR4418
chr1	22323331	22323331	ENSG00000234397
chr1	22366482	22366482	ENSG00000279625
chr1	22428838	22428838	ZBTB40
chr1	22517474	22517474	ENSG00000237200
chr1	22563489	22563489	EPHA8
chr1	22633366	22633366	MIR6127
chr1	22636628	22636628	C1QA
chr1	22643633	22643633	C1QC
chr1	22652762	22652762	C1QB
chr1	22710839	22710839	EPHB2
chr1	22719517	22719517	MIR4684
chr1	22836849	22836849	ENSG00000225952
chr1	22863226	22863226	MIR4253
chr1	22965338	22965338	LACTBL1
chr1	23015852	23015852	TEX46
chr1	23019443	23019443	KDM1A
chr1	23088058	23088058	ENSG00000240553
chr1	23044305	23044305	MIR3115
chr1	23057934	23057934	ENSG00000266802
chr1	23177808	23177808	LUZP1
chr1	23140325	23140325	ENSG00000229010
chr1	23162704	23162704	RNU6-514P
chr1	23163953	23163953	RNU6-135P
chr1	23217502	23217502	HTR1D
chr1	23244765	23244765	ENSG00000215381
chr1	23287488	23287488	ENSG00000261326
chr1	23297797	23297797	ENSG00000284726
chr1	23344336	23344336	HNRNPR
chr1	23369836	23369836	ZNF436
chr1	23368997	23368997	ZNF436-AS1
chr1	23370254	23370254	ENSG00000201405
chr1	23379029	23379029	ENSG00000271420
chr1	23424748	23424748	TCEA3
chr1	23410832	23410832	ENSG00000232482
chr1	23484568	23484568	ASAP3
chr1	23531233	23531233	E2F2
chr1	23550915	23550915	ENSG00000235052
chr1	23559501	23559501	ID3
chr1	23593621	23593621	ENSG00000285802
chr1	23581495	23581495	MDS2
chr1	23670294	23670294	ENSG00000229239
chr1	23691742	23691742	RPL11
chr1	23778296	23778296	ELOA-AS1
chr1	23743155	23743155	ELOA
chr1	23778418	23778418	PITHD1
chr1	23791145	23791145	LYPLA2
chr1	23800781	23800781	GALE
chr1	23838620	23838620	HMGCL
chr1	23868290	23868290	FUCA1
chr1	23913362	23913362	CNR2
chr1	23902737	23902737	ENSG00000229106
chr1	23907111	23907111	ENSG00000232557
chr1	23929070	23929070	MIR378F
chr1	23949383	23949383	H3P1
chr1	23956839	23956839	PNRC2
chr1	23980927	23980927	SRSF10
chr1	24008519	24008519	ENSG00000215905
chr1	24040835	24040835	ENSG00000225315
chr1	24112135	24112135	MYOM3
chr1	24066774	24066774	ENSG00000230703
chr1	24143140	24143140	IL22RA1
chr1	24187959	24187959	IFNLR1
chr1	24200240	24200240	LINC02800
chr1	24321901	24321901	ENSG00000232298
chr1	24319357	24319357	GRHL3
chr1	24416934	24416934	STPG1
chr1	24415802	24415802	NIPAL3
chr1	24535400	24535400	RCAN3AS
chr1	24502351	24502351	RCAN3
chr1	24556024	24556024	ENSG00000264443
chr1	24556087	24556087	NCMAP
chr1	24563627	24563627	RPL26P8
chr1	24625513	24625513	ENSG00000239106
chr1	24631716	24631716	SRRM1
chr1	24704894	24704894	ENSG00000284699
chr1	24745382	24745382	CLIC4
chr1	24777979	24777979	RNU6-1208P
chr1	24965121	24965121	RUNX3
chr1	24919416	24919416	MIR6731
chr1	24961345	24961345	ENSG00000229162
chr1	24970865	24970865	ENSG00000261025
chr1	25023503	25023503	MIR4425
chr1	25041136	25041136	ENSG00000285823
chr1	25113120	25113120	ENSG00000233755
chr1	25125454	25125454	ENSG00000233419
chr1	25208139	25208139	ENSG00000231953
chr1	25232502	25232502	SYF2
chr1	25232586	25232586	ENSG00000284602
chr1	25239494	25239494	ENSG00000284657
chr1	25338213	25338213	RSRP1
chr1	25247837	25247837	ENSG00000272432
chr1	25267136	25267136	ENSG00000261349
chr1	25272393	25272393	RHD
chr1	25294643	25294643	ENSG00000224183
chr1	25337465	25337465	ENSG00000259984
chr1	25338317	25338317	TMEM50A
chr1	25430192	25430192	RHCE
chr1	25398721	25398721	ENSG00000238084
chr1	25430858	25430858	MACO1
chr1	25543606	25543606	LDLRAP1
chr1	25581478	25581478	ENSG00000225643
chr1	25616791	25616791	MAN1C1
chr1	25659111	25659111	ENSG00000233478
chr1	25800193	25800193	SELENON
chr1	25811470	25811470	ENSG00000255054
chr1	25820797	25820797	ENSG00000228172
chr1	25818640	25818640	MTFR1L
chr1	25832134	25832134	ENSG00000272478
chr1	25859458	25859458	AUNIP
chr1	25859613	25859613	ENSG00000236528
chr1	25875708	25875708	PAQR7
chr1	25877496	25877496	ENSG00000207302
chr1	25906991	25906991	STMN1
chr1	25887360	25887360	ENSG00000229786
chr1	25888970	25888970	ENSG00000223624
chr1	25906454	25906454	MIR3917
chr1	25998117	25998117	PAFAH2
chr1	25964197	25964197	RNU6-110P
chr1	26006006	26006006	ENSG00000252190
chr1	26006216	26006216	LOC124900433
chr1	26019884	26019884	EXTL1
chr1	26046118	26046118	SLC30A2
chr1	26046665	26046665	ENSG00000284309
chr1	26068436	26068436	TRIM63
chr1	26111165	26111165	PDIK1L
chr1	26159079	26159079	FAM110D
chr1	26168963	26168963	C1orf232
chr1	26171831	26171831	ZNF593OS
chr1	26169908	26169908	ZNF593
chr1	26177484	26177484	CNKSR1
chr1	26190561	26190561	CATSPER4
chr1	26209741	26209741	ZPLD2P
chr1	26220476	26220476	ENSG00000278572
chr1	26234200	26234200	CEP85
chr1	26263398	26263398	MRPS6P1
chr1	26280086	26280086	SH3BGRL3
chr1	26318363	26318363	UBXN11
chr1	26317958	26317958	CD52
chr1	26360080	26360080	CRYBG2
chr1	26326688	26326688	RPL34P4
chr1	26374522	26374522	ZNF683
chr1	26410817	26410817	LIN28A
chr1	26432282	26432282	DHDDS
chr1	26455187	26455187	RPL17P9
chr1	26468014	26468014	ENSG00000225891
chr1	26472440	26472440	HMGN2
chr1	26520250	26520250	ENSG00000224129
chr1	26529761	26529761	RPS6KA1
chr1	26554542	26554542	MIR1976
chr1	26593546	26593546	RN7SL679P
chr1	26594041	26594041	ENSG00000252802
chr1	26602432	26602432	LOC124904769
chr1	26640614	26640614	ENSG00000229247
chr1	26642389	26642389	LOC124904813
chr1	26647447	26647447	ENSG00000235069
chr1	26694131	26694131	LOC101928728
chr1	26693236	26693236	ARID1A
chr1	26787054	26787054	PIGV
chr1	26814822	26814822	RN7SL165P
chr1	26817300	26817300	ENSG00000287810
chr1	26826688	26826688	ZDHHC18
chr1	26863149	26863149	SFN
chr1	26890283	26890283	GPN2
chr1	26876133	26876133	ENSG00000226698
chr1	26900467	26900467	GPATCH3
chr1	26900238	26900238	NUDC
chr1	26913975	26913975	NR0B2
chr1	26960468	26960468	KDF1
chr1	26980165	26980165	ENSG00000172746
chr1	26983628	26983628	RPL32P6
chr1	26986340	26986340	OSTCP2
chr1	26993692	26993692	TRNP1
chr1	27012850	27012850	TENT5B
chr1	27166981	27166981	SLC9A1
chr1	27176751	27176751	RPL18AP5
chr1	27201473	27201473	ENSG00000214973
chr1	27206930	27206930	NPM1P39
chr1	27211265	27211265	ENSG00000225990
chr1	27234352	27234352	ENSG00000224311
chr1	27234632	27234632	WDTC1
chr1	27255567	27255567	ENSG00000252098
chr1	27311240	27311240	ENSG00000243659
chr1	27322145	27322145	TMEM222
chr1	27325219	27325219	RNU6-48P
chr1	27325329	27325329	ENSG00000241547
chr1	27342020	27342020	SYTL1
chr1	27366961	27366961	MAP3K6
chr1	27374824	27374824	FCN3
chr1	27383333	27383333	CD164L2
chr1	27389468	27389468	ENSG00000231207
chr1	27392622	27392622	GPR3
chr1	27490167	27490167	WASF2
chr1	27457198	27457198	ENSG00000241169
chr1	27525805	27525805	ENSG00000237429
chr1	27604431	27604431	AHDC1
chr1	27635185	27635185	FGR
chr1	27649419	27649419	ENSG00000235912
chr1	27666279	27666279	LINC02574
chr1	27672212	27672212	IFI6
chr1	27669468	27669468	ENSG00000225886
chr1	27675709	27675709	RNU6-949P
chr1	27687471	27687471	CHMP1AP1
chr1	27693731	27693731	RNU6-424P
chr1	27725756	27725756	ENSG00000287244
chr1	27725961	27725961	FAM76A
chr1	27739091	27739091	ENSG00000231344
chr1	27739954	27739954	ENSG00000230833
chr1	27773219	27773219	STX12
chr1	27773858	27773858	ENSG00000269971
chr1	27819983	27819983	ENSG00000270031
chr1	27824538	27824538	RNU6-1245P
chr1	27831209	27831209	ENSG00000286433
chr1	27830782	27830782	PPP1R8
chr1	27834401	27834401	SCARNA1
chr1	27872543	27872543	THEMIS2
chr1	27914746	27914746	RPA2
chr1	27935000	27935000	SMPDL3B
chr1	27960193	27960193	ENSG00000227050
chr1	27959588	27959588	XKR8
chr1	28088637	28088637	EYA3
chr1	27990524	27990524	ENSG00000238231
chr1	28032180	28032180	RN7SL559P
chr1	28096422	28096422	ENSG00000228589
chr1	28109739	28109739	ENSG00000228943
chr1	28121321	28121321	ENSG00000214812
chr1	28142841	28142841	RNU6-176P
chr1	28193936	28193936	PTAFR
chr1	28233029	28233029	DNAJC8
chr1	28236109	28236109	ATP5IF1
chr1	28241453	28241453	ENSG00000270605
chr1	28247144	28247144	ENSG00000271398
chr1	28259518	28259518	SESN2
chr1	28329002	28329002	MED18
chr1	28369582	28369582	PHACTR4
chr1	28422655	28422655	ENSG00000206779
chr1	28453541	28453541	ENSG00000229820
chr1	28481362	28481362	RNU6ATAC27P
chr1	28505943	28505943	RCC1
chr1	28505980	28505980	SNHG3
chr1	28507366	28507366	SNORA73A
chr1	28508559	28508559	SNORA73B
chr1	28527227	28527227	ENSG00000231468
chr1	28544460	28544460	ENSG00000279443
chr1	28553085	28553085	TRNAU1AP
chr1	28583132	28583132	SNHG12
chr1	28578822	28578822	SNORD99
chr1	28579893	28579893	SNORA61
chr1	28580512	28580512	SNORA44
chr1	28581054	28581054	SNORA16A
chr1	28581056	28581056	ENSG00000274582
chr1	28643085	28643085	TAF12
chr1	28592200	28592200	RAB42
chr1	28643228	28643228	TAF12-DT
chr1	28648600	28648600	ENSG00000270103
chr1	28648600	28648600	RNU11
chr1	28668778	28668778	GMEB1
chr1	28689665	28689665	LOC124904809
chr1	28736621	28736621	YTHDF2
chr1	28812142	28812142	OPRD1
chr1	28877336	28877336	ENSG00000233427
chr1	28881835	28881835	ENSG00000199756
chr1	28887091	28887091	EPB41
chr1	28982608	28982608	RPL27P4
chr1	28985710	28985710	ENSG00000206704
chr1	29041199	29041199	ENSG00000277958
chr1	29123903	29123903	TMEM200B
chr1	29146994	29146994	ENSG00000225750
chr1	29181900	29181900	SRSF4
chr1	29171453	29171453	ENSG00000277916
chr1	29230942	29230942	MECR
chr1	29223933	29223933	ENSG00000237934
chr1	29236516	29236516	PTPRU
chr1	29350114	29350114	LINC01756
chr1	29496893	29496893	ENSG00000225011
chr1	29709547	29709547	ENSG00000228176
chr1	29755175	29755175	ENSG00000284676
chr1	29905357	29905357	ENSG00000270927
chr1	30037612	30037612	LINC01648
chr1	30140263	30140263	ENSG00000233372
chr1	30226523	30226523	ENSG00000231251
chr1	30411638	30411638	ENSG00000236335
chr1	30415825	30415825	ENSG00000231949
chr1	30723585	30723585	MATN1
chr1	30718504	30718504	MATN1-AS1
chr1	30731693	30731693	ENSG00000287510
chr1	30757774	30757774	LAPTM5
chr1	30739232	30739232	MIR4420
chr1	30815553	30815553	ENSG00000229607
chr1	30824217	30824217	LINC01778
chr1	30843823	30843823	RN7SKP91
chr1	30858158	30858158	LOC400748
chr1	30908758	30908758	SDC3
chr1	30918735	30918735	RN7SL371P
chr1	31065991	31065991	PUM1
chr1	31036734	31036734	ENSG00000237329
chr1	31050872	31050872	ENSG00000232768
chr1	31095558	31095558	ENSG00000215900
chr1	31108623	31108623	ENSG00000225142
chr1	31239887	31239887	NKAIN1
chr1	31296788	31296788	SNRNP40
chr1	31263681	31263681	ENSG00000229447
chr1	31296982	31296982	ZCCHC17
chr1	31346799	31346799	ENSG00000229044
chr1	31376850	31376850	FABP3
chr1	31409565	31409565	SERINC2
chr1	31488930	31488930	EEF1A1P46
chr1	31497683	31497683	RNU6-40P
chr1	31500085	31500085	LDC1P
chr1	31503744	31503744	ENSG00000265961
chr1	31506226	31506226	ENSG00000284543
chr1	31577898	31577898	ENSG00000229167
chr1	31576485	31576485	TINAGL1
chr1	31617686	31617686	HCRTR1
chr1	31644896	31644896	PEF1
chr1	31644049	31644049	ENSG00000235790
chr1	31644694	31644694	ENSG00000264078
chr1	31704319	31704319	COL16A1
chr1	31764893	31764893	ADGRB2
chr1	31758735	31758735	MIR4254
chr1	31789130	31789130	ENSG00000254545
chr1	31816051	31816051	SPOCD1
chr1	31855568	31855568	ENSG00000203620
chr1	31921841	31921841	ENSG00000269967
chr1	31944856	31944856	PTP4A2
chr1	31919628	31919628	LOC128031832
chr1	31933020	31933020	ENSG00000228634
chr1	31987034	31987034	ENSG00000284702
chr1	32013868	32013868	KHDRBS1
chr1	32073474	32073474	ENSG00000203325
chr1	32072031	32072031	TMEM39B
chr1	32086949	32086949	MIR5585
chr1	32087813	32087813	ENSG00000276493
chr1	32108056	32108056	KPNA6
chr1	32170733	32170733	ENSG00000250135
chr1	32179675	32179675	TXLNA
chr1	32200595	32200595	CCDC28B
chr1	32206814	32206814	ENSG00000224066
chr1	32205671	32205671	IQCC
chr1	32209089	32209089	DCDC2B
chr1	32222359	32222359	TMEM234
chr1	32221077	32221077	EIF3I
chr1	32241620	32241620	ENSG00000220785
chr1	32247222	32247222	FAM167B
chr1	32251239	32251239	LCK
chr1	32269597	32269597	ENSG00000277617
chr1	32286561	32286561	ENSG00000252450
chr1	32292083	32292083	HDAC1
chr1	32336233	32336233	MARCKSL1
chr1	32350663	32350663	ENSG00000233775
chr1	32351521	32351521	TSSK3
chr1	32364278	32364278	FAM229A
chr1	32394731	32394731	BSDC1
chr1	32403115	32403115	ENSG00000224333
chr1	32421979	32421979	ENSG00000270850
chr1	32426789	32426789	ENSG00000229259
chr1	32457835	32457835	RN7SL122P
chr1	32465057	32465057	ENSG00000254553
chr1	32465072	32465072	ZBTB8B
chr1	32539427	32539427	ZBTB8A
chr1	32650903	32650903	ZBTB8OS
chr1	32639951	32639951	ENSG00000200591
chr1	32651142	32651142	RBBP4
chr1	32703596	32703596	SYNC
chr1	32725237	32725237	ENSG00000224409
chr1	32741830	32741830	NHSL3
chr1	32817380	32817380	YARS1
chr1	32816767	32816767	S100PBP
chr1	32872482	32872482	FNDC5
chr1	32885994	32885994	HPCA
chr1	32901438	32901438	TMEM54
chr1	32925454	32925454	ENSG00000287691
chr1	32964809	32964809	RNF19B
chr1	32973553	32973553	ENSG00000278966
chr1	32979947	32979947	RPL18AP4
chr1	32986952	32986952	ENSG00000239670
chr1	32987075	32987075	ENSG00000236065
chr1	33080996	33080996	AK2
chr1	33029576	33029576	ENSG00000276645
chr1	33081104	33081104	AZIN2
chr1	33143230	33143230	ENSG00000278997
chr1	33182059	33182059	TRIM62
chr1	33162851	33162851	ENSG00000279179
chr1	33194788	33194788	ENSG00000284721
chr1	33256492	33256492	ZNF362
chr1	33261212	33261212	ENSG00000270115
chr1	33321098	33321098	A3GALT2
chr1	33307348	33307348	ENSG00000225313
chr1	33431095	33431095	PHC2
chr1	33332492	33332492	MIR3605
chr1	33336864	33336864	RN7SKP16
chr1	33350352	33350352	PHC2-AS1
chr1	33466249	33466249	TLR12P
chr1	33472645	33472645	ZSCAN20
chr1	33512743	33512743	LOC100422287
chr1	34165842	34165842	CSMD2
chr1	33838523	33838523	HSPD1P14
chr1	33860475	33860475	HMGB4
chr1	33868953	33868953	CSMD2-AS1
chr1	34112949	34112949	RNA5SP42
chr1	34166883	34166883	C1orf94
chr1	34277292	34277292	LOC100420336
chr1	34685732	34685732	ENSG00000287703
chr1	34669694	34669694	MIR552
chr1	34859755	34859755	SMIM12
chr1	34755047	34755047	GJB5
chr1	34759740	34759740	GJB4
chr1	34788097	34788097	ENSG00000255811
chr1	34781214	34781214	GJB3
chr1	34792999	34792999	GJA4
chr1	34850694	34850694	ENSG00000230163
chr1	34929650	34929650	DLGAP3
chr1	34985313	34985313	ENSG00000284773
chr1	34978706	34978706	GPR199P
chr1	35031741	35031741	ENSG00000271741
chr1	34985353	34985353	TMEM35B
chr1	35031945	35031945	ZMYM6
chr1	35032172	35032172	ZMYM1
chr1	35053468	35053468	RPL12P45
chr1	35122022	35122022	ENSG00000228348
chr1	35146435	35146435	LOC105378644
chr1	35193145	35193145	SFPQ
chr1	35195969	35195969	ENSG00000201868
chr1	35268709	35268709	ZMYM4
chr1	35292498	35292498	RN7SL503P
chr1	35310274	35310274	LOC124900419
chr1	35350722	35350722	RPL5P4
chr1	35366077	35366077	ZMYM4-AS1
chr1	35399997	35399997	ENSG00000278702
chr1	35557950	35557950	KIAA0319L
chr1	35509742	35509742	ENSG00000236274
chr1	35557473	35557473	NCDN
chr1	35577729	35577729	TFAP2E-AS1
chr1	35573314	35573314	TFAP2E
chr1	35641526	35641526	PSMB2
chr1	35718894	35718894	C1orf216
chr1	35769978	35769978	CLSPN
chr1	35739389	35739389	ENSG00000232335
chr1	35808016	35808016	AGO4
chr1	35869808	35869808	AGO1
chr1	35873752	35873752	CFAP97P1
chr1	35910872	35910872	ENSG00000286899
chr1	35930115	35930115	ENSG00000271914
chr1	35930718	35930718	AGO3
chr1	36013630	36013630	ENSG00000271554
chr1	36084026	36084026	ENSG00000232862
chr1	36084094	36084094	TEKT2
chr1	36088892	36088892	ADPRS
chr1	36125222	36125222	COL8A2
chr1	36156053	36156053	TRAPPC3
chr1	36155579	36155579	MAP7D1
chr1	36191915	36191915	RN7SL131P
chr1	36224432	36224432	THRAP3
chr1	36242156	36242156	UBE2V2P4
chr1	36306368	36306368	SH3D21
chr1	36324154	36324154	EVA1B
chr1	36329630	36329630	ENSG00000286379
chr1	36385924	36385924	STK40
chr1	36397908	36397908	LSM10
chr1	36402859	36402859	RNU4-27P
chr1	36450451	36450451	OSCP1
chr1	36418578	36418578	SNORA63C
chr1	36464384	36464384	MRPS15
chr1	36483278	36483278	CSF3R
chr1	36630335	36630335	FTLP18
chr1	36703953	36703953	ENSG00000284705
chr1	36769725	36769725	LOC124904023
chr1	36769812	36769812	ENSG00000234481
chr1	37034515	37034515	GRIK3
chr1	37133489	37133489	LOC124904027
chr1	37325100	37325100	ENSG00000223944
chr1	37161563	37161563	MIR4255
chr1	37203610	37203610	RNU6-636P
chr1	37264786	37264786	RNA5SP43
chr1	37330852	37330852	RPS29P6
chr1	37474411	37474411	LITATS1
chr1	37474580	37474580	ZC3H12A
chr1	37480230	37480230	MIR6732
chr1	37514766	37514766	MEAF6
chr1	37500994	37500994	MIR5581
chr1	37554293	37554293	SNIP1
chr1	37544763	37544763	ENSG00000232273
chr1	37556247	37556247	ENSG00000237749
chr1	37556919	37556919	DNALI1
chr1	37595937	37595937	GNL2
chr1	37596126	37596126	ENSG00000284748
chr1	37634892	37634892	RSPO1
chr1	37692249	37692249	AIRIM
chr1	37692481	37692481	CDCA8
chr1	37765133	37765133	EPHA10
chr1	37738054	37738054	ENSG00000200421
chr1	37776670	37776670	ENSG00000214141
chr1	37782885	37782885	ENSG00000227416
chr1	37793847	37793847	MANEAL
chr1	37800879	37800879	ENSG00000233728
chr1	37808208	37808208	YRDC
chr1	37806979	37806979	C1orf122
chr1	37859592	37859592	MTF1
chr1	37840986	37840986	RPS2P13
chr1	37860697	37860697	ENSG00000230955
chr1	37947057	37947057	INPP5B
chr1	37884237	37884237	ENSG00000252448
chr1	37885023	37885023	RNU6-584P
chr1	37953508	37953508	ENSG00000277168
chr1	37990075	37990075	SF3A3
chr1	37991462	37991462	ENSG00000212541
chr1	38005606	38005606	FHL3
chr1	38009258	38009258	UTP11
chr1	38046793	38046793	POU3F1
chr1	38047314	38047314	ENSG00000224592
chr1	38080911	38080911	ENSG00000223589
chr1	38089231	38089231	MIR3659
chr1	38140593	38140593	ENSG00000284623
chr1	38149544	38149544	ENSG00000286552
chr1	38193619	38193619	ENSG00000287987
chr1	38214806	38214806	LINC01343
chr1	38384422	38384422	TUBB6P1
chr1	38396659	38396659	RNU6-753P
chr1	38474825	38474825	ENSG00000238063
chr1	38708931	38708931	HSPA5P1
chr1	38815979	38815979	ENSG00000284632
chr1	38859772	38859772	RRAGC
chr1	38874494	38874494	ENSG00000273637
chr1	38859912	38859912	RRAGC-DT
chr1	38873368	38873368	MYCBP
chr1	38881617	38881617	ENSG00000274944
chr1	38881587	38881587	GJA9
chr1	38941830	38941830	RHBDL2
chr1	38926870	38926870	RNU6-605P
chr1	38950925	38950925	ENSG00000207466
chr1	38958925	38958925	ENSG00000235549
chr1	38991276	38991276	AKIRIN1
chr1	39026318	39026318	NDUFS5
chr1	39081316	39081316	MACF1
chr1	39121043	39121043	RNU6-608P
chr1	39154296	39154296	RNA5SP44
chr1	39238620	39238620	ENSG00000287422
chr1	39257649	39257649	ENSG00000226438
chr1	39304898	39304898	ENSG00000217897
chr1	39491636	39491636	BMP8A
chr1	39514956	39514956	OXCT2P1
chr1	39559671	39559671	ENSG00000243970
chr1	39576790	39576790	PABPC4
chr1	39565052	39565052	ENSG00000228060
chr1	39567508	39567508	SNORA55
chr1	39639643	39639643	HEYL
chr1	39633416	39633416	ENSG00000225903
chr1	39672107	39672107	NT5C1A
chr1	39691485	39691485	HPCAL4
chr1	39692182	39692182	PPIE
chr1	39718028	39718028	ENSG00000225333
chr1	39723627	39723627	RNU7-121P
chr1	39788865	39788865	BMP8B
chr1	39771348	39771348	OXCT2
chr1	39779969	39779969	BMP8B-AS1
chr1	39788976	39788976	LOC101929536
chr1	39795996	39795996	ENSG00000229213
chr1	39799422	39799422	ENSG00000284719
chr1	39817460	39817460	ENSG00000284678
chr1	39883511	39883511	TRIT1
chr1	39881678	39881678	ENSG00000202222
chr1	39902256	39902256	MYCL
chr1	39897745	39897745	MYCL-AS1
chr1	39944998	39944998	ENSG00000207356
chr1	39955112	39955112	MFSD2A
chr1	39962680	39962680	ENSG00000228477
chr1	40040233	40040233	CAP1
chr1	40097260	40097260	PPT1
chr1	40132764	40132764	ENSG00000226745
chr1	40161387	40161387	RLF
chr1	40177843	40177843	RNU6-1237P
chr1	40245947	40245947	TMCO2
chr1	40257967	40257967	ENSG00000259943
chr1	40258041	40258041	ZMPSTE24
chr1	40262984	40262984	ENSG00000231296
chr1	40317813	40317813	COL9A2
chr1	40333557	40333557	RPL21P20
chr1	40344850	40344850	SMAP2
chr1	40364766	40364766	ENSG00000213172
chr1	40450039	40450039	ENSG00000284677
chr1	40450102	40450102	ZFP69B
chr1	40464319	40464319	ENSG00000260920
chr1	40473055	40473055	ENSG00000279667
chr1	40477290	40477290	ZFP69
chr1	40508661	40508661	ENSG00000238287
chr1	40508741	40508741	EXO5
chr1	40515057	40515057	ENSG00000227278
chr1	40517174	40517174	ENSG00000238186
chr1	40531573	40531573	ZNF684
chr1	40584335	40584335	ENSG00000286838
chr1	40563534	40563534	ENSG00000236505
chr1	40594353	40594353	GTF2F2P2
chr1	40665682	40665682	RIMS3
chr1	40659848	40659848	ENSG00000287743
chr1	40687588	40687588	ENSG00000237899
chr1	40692066	40692066	ENSG00000272145
chr1	40691648	40691648	NFYC
chr1	40754355	40754355	MIR30E
chr1	40757284	40757284	MIR30C1
chr1	40783787	40783787	KCNQ4
chr1	40804846	40804846	RN7SL326P
chr1	40862363	40862363	CITED4
chr1	40863914	40863914	ENSG00000229528
chr1	40939763	40939763	LOC100128362
chr1	40939294	40939294	ENSG00000286668
chr1	40942515	40942515	ENSG00000233118
chr1	40979688	40979688	CTPS1
chr1	41014590	41014590	SLFNL1-AS1
chr1	41023237	41023237	SLFNL1
chr1	41242154	41242154	SCMH1
chr1	41098638	41098638	ENSG00000215893
chr1	41241772	41241772	ENSG00000287400
chr1	41242373	41242373	ENSG00000235358
chr1	41264862	41264862	ENSG00000213987
chr1	41306148	41306148	ENSG00000286640
chr1	41361922	41361922	FOXO6
chr1	41375669	41375669	FOXO6-AS1
chr1	41467028	41467028	RNA5SP45
chr1	41484683	41484683	EDN2
chr1	42035925	42035925	HIVEP3
chr1	41535443	41535443	ENSG00000230881
chr1	41542069	41542069	LOC100418723
chr1	41628816	41628816	LOC128125817
chr1	42036143	42036143	ENSG00000287587
chr1	42040597	42040597	ENSG00000227538
chr1	42140635	42140635	ENSG00000228776
chr1	42153410	42153410	GUCA2B
chr1	42164745	42164745	GUCA2A
chr1	42335877	42335877	FOXJ3
chr1	42338376	42338376	ENSG00000227527
chr1	42380792	42380792	RIMKLA
chr1	42412794	42412794	RPS15AP8
chr1	42456253	42456253	ZMYND12
chr1	42456117	42456117	PPCS
chr1	42463221	42463221	CCDC30
chr1	42491739	42491739	RPS3AP11
chr1	42500339	42500339	ENSG00000236876
chr1	42569033	42569033	RNU6-536P
chr1	42570970	42570970	ENSG00000236180
chr1	42658335	42658335	PPIH
